Time,Nedbør (12 t),Lufttemperatur,Middelvind,Vindretning,Temperature,Humidity,Temperature inlet
2023-05-13 00:00:00,0.0,6.1,4.4,284,21.596,41.476,23.8
2023-05-13 00:00:00,2.8,3.9,,,21.596,41.476,23.8
2023-05-13 01:00:00,0.0,3.8,,,21.446,41.807,23.8
2023-05-13 01:00:00,0.0,6.1,4.7,275,21.446,41.807,23.8
2023-05-13 02:00:00,0.0,4.8,4.5,265,21.223,42.034,23.8
2023-05-13 02:00:00,0.0,3.4,,,21.223,42.034,23.8
2023-05-13 03:00:00,0.0,1.8,,,20.998,42.362,23.8
2023-05-13 03:00:00,0.0,4.0,1.7,306,20.998,42.362,23.8
2023-05-13 04:00:00,0.0,2.9,,,20.793,42.667,23.8
2023-05-13 04:00:00,0.0,5.2,2.9,286,20.793,42.667,23.8
2023-05-13 05:00:00,0.0,2.6,,,20.633,42.969,23.8
2023-05-13 05:00:00,0.0,5.0,3.2,300,20.633,42.969,23.8
2023-05-13 06:00:00,0.0,4.0,2.5,308,20.504,43.157,23.8
2023-05-13 06:00:00,0.0,2.1,,,20.504,43.157,23.8
2023-05-13 07:00:00,0.0,3.9,2.7,14,20.462,43.44,23.8
2023-05-13 07:00:00,0.0,1.9,,,20.462,43.44,23.8
2023-05-13 08:00:00,0.0,3.9,3.5,17,20.458,43.484,23.8
2023-05-13 08:00:00,0.0,0.8,,,20.458,43.484,23.8
2023-05-13 09:00:00,0.0,0.2,,,20.56,43.609,23.8
2023-05-13 09:00:00,0.0,3.1,2.6,6,20.56,43.609,23.8
2023-05-13 10:00:00,0.0,0.5,,,20.84,43.94,23.8
2023-05-13 10:00:00,0.0,3.1,1.7,354,20.84,43.94,23.8
2023-05-13 11:00:00,0.0,3.1,2.8,20,21.058,44.24,23.8
2023-05-13 11:00:00,0.0,0.7,,,21.058,44.24,23.8
2023-05-13 12:00:00,3.1,1.2,,,21.294,44.97,23.8
2023-05-13 12:00:00,0.0,3.9,1.9,12,21.294,44.97,23.8
2023-05-13 13:00:00,0.0,2.1,,,21.487,45.396,23.8
2023-05-13 13:00:00,0.0,3.8,2.2,45,21.487,45.396,23.8
2023-05-13 14:00:00,0.0,2.5,,,21.613,45.382,23.8
2023-05-13 14:00:00,0.0,3.9,2.6,102,21.613,45.382,23.8
2023-05-13 15:00:00,0.0,2.8,,,21.702,45.315,23.8
2023-05-13 15:00:00,0.0,5.0,2.4,211,21.702,45.315,23.8
2023-05-13 16:00:00,0.0,5.8,,,21.7,45.515,23.8
2023-05-13 16:00:00,0.0,5.1,1.9,191,21.7,45.515,23.8
2023-05-13 17:00:00,0.0,5.3,2.9,248,21.722,45.048,23.8
2023-05-13 17:00:00,0.0,4.8,,,21.722,45.048,23.8
2023-05-13 18:00:00,0.0,5.1,,,21.579,44.071,23.8
2023-05-13 18:00:00,0.0,5.7,3.3,239,21.579,44.071,23.8
2023-05-13 19:00:00,0.0,7.2,,,21.311,43.477,23.8
2023-05-13 19:00:00,0.0,6.5,2.8,211,21.311,43.477,23.8
2023-05-13 20:00:00,0.0,3.7,,,20.964,43.296,23.8
2023-05-13 20:00:00,0.0,6.9,2.3,193,20.964,43.296,23.8
2023-05-13 21:00:00,0.0,5.3,,,20.609,42.917,23.8
2023-05-13 21:00:00,0.0,6.5,0.9,100,20.609,42.917,23.8
2023-05-13 22:00:00,0.0,4.8,,,20.28,42.353,23.8
2023-05-13 22:00:00,0.0,6.0,3.9,43,20.28,42.353,23.8
2023-05-13 23:00:00,0.0,6.3,4.4,360,19.926,41.93,23.8
2023-05-13 23:00:00,0.0,3.7,,,19.926,41.93,23.8
2023-05-14 00:00:00,0.0,5.2,3.9,355,19.611,41.659,23.8
2023-05-14 00:00:00,0.0,2.4,,,19.611,41.659,23.8
2023-05-14 01:00:00,0.0,1.4,,,19.318,41.673,23.8
2023-05-14 01:00:00,0.0,3.9,4.5,2,19.318,41.673,23.8
2023-05-14 02:00:00,0.0,0.2,,,19.026,41.68,23.8
2023-05-14 02:00:00,0.0,3.1,4.0,1,19.026,41.68,23.8
2023-05-14 03:00:00,0.0,-0.3,,,18.762,41.869,23.8
2023-05-14 03:00:00,0.0,2.1,3.6,12,18.762,41.869,23.8
2023-05-14 04:00:00,0.0,-0.9,,,18.791,41.928,23.8
2023-05-14 04:00:00,0.0,1.6,3.2,13,18.791,41.928,23.8
2023-05-14 05:00:00,0.0,-1.9,,,18.756,42.116,23.8
2023-05-14 05:00:00,0.0,1.3,3.3,17,18.756,42.116,23.8
2023-05-14 06:00:00,0.0,-2.0,,,18.753,42.979,23.8
2023-05-14 06:00:00,0.0,0.7,2.6,36,18.753,42.979,23.8
2023-05-14 07:00:00,0.0,-2.0,,,18.804,43.898,23.8
2023-05-14 07:00:00,0.0,-0.3,2.7,37,18.804,43.898,23.8
2023-05-14 08:00:00,0.0,0.0,2.8,30,18.97,44.181,23.8
2023-05-14 08:00:00,0.0,-2.4,,,18.97,44.181,23.8
2023-05-14 09:00:00,0.0,-2.4,,,19.189,44.466,23.8
2023-05-14 09:00:00,0.0,-1.0,2.8,41,19.189,44.466,23.8
2023-05-14 10:00:00,0.0,0.0,2.6,55,19.441,44.7,23.8
2023-05-14 10:00:00,0.0,-1.2,,,19.441,44.7,23.8
2023-05-14 11:00:00,0.0,1.7,3.4,54,19.737,43.923,23.8
2023-05-14 11:00:00,0.0,-0.5,,,19.737,43.923,23.8
2023-05-14 12:00:00,0.0,2.6,4.8,84,20.085,42.763,23.8
2023-05-14 12:00:00,0.0,0.9,,,20.085,42.763,23.8
2023-05-14 13:00:00,0.0,4.2,6.4,78,20.398,41.476,23.8
2023-05-14 13:00:00,0.0,2.8,,,20.398,41.476,23.8
2023-05-14 14:00:00,0.0,5.3,7.1,83,20.52,39.98,23.8
2023-05-14 14:00:00,0.0,4.9,,,20.52,39.98,23.8
2023-05-14 15:00:00,0.0,6.0,7.1,81,20.5,39.398,23.8
2023-05-14 15:00:00,0.0,5.4,,,20.5,39.398,23.8
2023-05-14 16:00:00,0.0,6.6,7.3,80,20.5,39.12,23.8
2023-05-14 16:00:00,0.0,6.8,,,20.5,39.12,23.8
2023-05-14 17:00:00,0.0,7.0,8.1,82,20.498,39.279,23.8
2023-05-14 17:00:00,0.0,6.5,,,20.498,39.279,23.8
2023-05-14 18:00:00,0.0,7.6,7.8,77,20.389,40.451,23.8
2023-05-14 18:00:00,0.0,6.7,,,20.389,40.451,23.8
2023-05-14 19:00:00,0.0,7.9,7.6,74,20.224,41.169,23.8
2023-05-14 19:00:00,0.0,7.3,,,20.224,41.169,23.8
2023-05-14 20:00:00,0.0,8.3,8.0,75,19.985,41.463,23.8
2023-05-14 20:00:00,0.0,7.5,,,19.985,41.463,23.8
2023-05-14 21:00:00,0.0,7.4,,,19.709,41.011,23.8
2023-05-14 21:00:00,0.0,8.5,7.9,75,19.709,41.011,23.8
2023-05-14 22:00:00,0.0,8.5,7.6,74,19.451,40.216,23.8
2023-05-14 22:00:00,0.0,6.9,,,19.451,40.216,23.8
2023-05-14 23:00:00,0.0,7.9,7.5,72,19.243,40.194,23.8
2023-05-14 23:00:00,0.0,6.1,,,19.243,40.194,23.8
2023-05-15 00:00:00,0.0,7.1,6.1,51,19.024,40.513,23.8
2023-05-15 00:00:00,0.0,4.9,,,19.024,40.513,23.8
2023-05-15 01:00:00,0.0,6.1,4.9,38,18.84,40.893,23.8
2023-05-15 01:00:00,0.0,3.4,,,18.84,40.893,23.8
2023-05-15 02:00:00,0.0,2.9,,,18.621,41.374,23.8
2023-05-15 02:00:00,0.0,5.4,4.5,17,18.621,41.374,23.8
2023-05-15 03:00:00,0.0,2.5,,,18.519,43.044,23.8
2023-05-15 03:00:00,0.0,4.4,4.3,19,18.519,43.044,23.8
2023-05-15 04:00:00,0.0,3.7,2.8,44,18.609,43.781,23.8
2023-05-15 04:00:00,0.0,2.3,,,18.609,43.781,23.8
2023-05-15 05:00:00,0.0,3.0,3.2,47,18.654,43.915,23.8
2023-05-15 05:00:00,0.0,1.4,,,18.654,43.915,23.8
2023-05-15 06:00:00,0.0,-0.8,,,19.223,42.771,23.8
2023-05-15 06:00:00,0.0,1.6,3.2,39,19.223,42.771,23.8
2023-05-15 07:00:00,0.0,0.5,3.8,51,21.298,39.202,23.8
2023-05-15 07:00:00,0.0,0.1,,,21.298,39.202,23.8
2023-05-15 08:00:00,0.0,-0.4,3.9,32,20.841,40.396,23.8
2023-05-15 08:00:00,0.0,0.1,,,20.841,40.396,23.8
2023-05-15 09:00:00,0.0,-0.5,4.1,29,20.052,41.581,23.8
2023-05-15 09:00:00,0.0,-1.3,,,20.052,41.581,23.8
2023-05-15 10:00:00,0.0,0.0,3.2,33,20.219,42.185,23.8
2023-05-15 10:00:00,0.0,-2.4,,,20.219,42.185,23.8
2023-05-15 11:00:00,0.0,0.2,,,20.484,42.669,23.8
2023-05-15 11:00:00,0.0,2.4,3.3,52,20.484,42.669,23.8
2023-05-15 12:00:00,0.0,4.0,3.2,76,20.615,39.698,23.8
2023-05-15 12:00:00,0.0,2.0,,,20.615,39.698,23.8
2023-05-15 13:00:00,0.0,5.4,3.9,77,21.254,35.974,23.8
2023-05-15 13:00:00,0.0,5.0,,,21.254,35.974,23.8
2023-05-15 14:00:00,0.0,7.0,2.6,80,21.198,33.892,23.8
2023-05-15 14:00:00,0.0,7.3,,,21.198,33.892,23.8
2023-05-15 15:00:00,0.0,8.4,,,22.062,32.883,23.8
2023-05-15 15:00:00,0.0,8.3,1.9,86,22.062,32.883,23.8
2023-05-15 16:00:00,0.0,9.3,,,21.612,33.114,23.8
2023-05-15 16:00:00,0.0,9.8,0.5,103,21.612,33.114,23.8
2023-05-15 17:00:00,0.0,9.7,2.5,95,21.266,33.955,23.8
2023-05-15 17:00:00,0.0,9.9,,,21.266,33.955,23.8
2023-05-15 18:00:00,0.0,10.9,0.9,105,21.6,33.459,23.8
2023-05-15 18:00:00,0.0,9.7,,,21.6,33.459,23.8
2023-05-15 19:00:00,0.0,11.7,0.9,170,21.727,33.265,23.8
2023-05-15 19:00:00,0.0,9.8,,,21.727,33.265,23.8
2023-05-15 20:00:00,0.0,10.3,,,23.219,31.042,23.8
2023-05-15 20:00:00,0.0,11.0,2.0,188,23.219,31.042,23.8
2023-05-15 21:00:00,0.0,9.9,,,23.145,30.445,23.8
2023-05-15 21:00:00,0.0,11.1,1.1,204,23.145,30.445,23.8
2023-05-15 22:00:00,0.0,11.2,1.8,245,23.353,31.334,23.8
2023-05-15 22:00:00,0.0,10.0,,,23.353,31.334,23.8
2023-05-15 23:00:00,0.0,11.0,1.1,218,22.989,32.896,23.8
2023-05-15 23:00:00,0.0,9.2,,,22.989,32.896,23.8
2023-05-16 00:00:00,0.0,7.2,,,22.634,34.126,23.8
2023-05-16 00:00:00,0.0,10.8,0.9,106,22.634,34.126,23.8
2023-05-16 01:00:00,0.0,4.9,,,22.287,34.815,23.8
2023-05-16 01:00:00,0.0,7.6,4.9,9,22.287,34.815,23.8
2023-05-16 02:00:00,0.0,3.4,,,21.931,35.291,23.8
2023-05-16 02:00:00,0.0,6.2,4.9,15,21.931,35.291,23.8
2023-05-16 03:00:00,0.0,3.1,,,22.933,32.996,23.8
2023-05-16 03:00:00,0.0,5.1,4.0,20,22.933,32.996,23.8
2023-05-16 04:00:00,0.0,3.7,3.2,16,35.623,19.71,23.8
2023-05-16 04:00:00,0.0,-0.2,,,35.623,19.71,23.8
2023-05-16 05:00:00,0.0,-0.7,,,29.9,23.703,23.8
2023-05-16 05:00:00,0.0,2.0,3.4,24,29.9,23.703,23.8
2023-05-16 06:00:00,0.0,-1.1,,,20.411,46.418,23.8
2023-05-16 06:00:00,0.0,2.3,3.0,25,20.411,46.418,23.8
2023-05-16 07:00:00,0.0,-1.0,,,20.312,50.631,23.8
2023-05-16 07:00:00,0.0,1.6,3.3,23,20.312,50.631,23.8
2023-05-16 08:00:00,0.0,1.4,3.6,32,20.625,45.023,23.8
2023-05-16 08:00:00,0.0,-1.0,,,20.625,45.023,23.8
2023-05-16 09:00:00,0.0,0.6,,,20.033,40.986,23.8
2023-05-16 09:00:00,0.0,1.4,3.5,33,20.033,40.986,23.8
2023-05-16 10:00:00,0.0,-0.5,,,19.715,51.829,23.8
2023-05-16 10:00:00,0.0,1.5,3.3,34,19.715,51.829,23.8
2023-05-16 11:00:00,0.0,2.3,2.5,35,19.847,47.791,23.8
2023-05-16 11:00:00,0.0,1.1,,,19.847,47.791,23.8
2023-05-16 12:00:00,0.0,5.3,3.2,80,19.063,43.271,23.8
2023-05-16 12:00:00,0.2,4.1,,,19.063,43.271,23.8
2023-05-16 13:00:00,0.0,6.5,3.5,86,18.711,47.154,23.8
2023-05-16 13:00:00,0.0,7.5,,,18.711,47.154,23.8
2023-05-16 14:00:00,0.0,7.6,2.5,72,18.766,47.081,23.8
2023-05-16 14:00:00,0.0,8.8,,,18.766,47.081,23.8
2023-05-16 15:00:00,0.0,10.4,0.8,162,18.812,40.453,23.8
2023-05-16 15:00:00,0.0,10.0,,,18.812,40.453,23.8
2023-05-16 16:00:00,0.0,11.9,0.5,186,18.5,38.587,23.8
2023-05-16 16:00:00,0.0,10.9,,,18.5,38.587,23.8
2023-05-16 17:00:00,0.0,12.4,1.4,228,18.281,44.258,23.8
2023-05-16 17:00:00,0.0,11.6,,,18.281,44.258,23.8
2023-05-16 18:00:00,0.0,12.7,1.7,234,18.353,50.837,23.8
2023-05-16 18:00:00,0.0,11.9,,,18.353,50.837,23.8
2023-05-16 19:00:00,0.0,12.8,1.9,240,21.159,34.483,23.8
2023-05-16 19:00:00,0.0,12.4,,,21.159,34.483,23.8
2023-05-16 20:00:00,0.0,13.1,0.7,213,20.704,32.096,23.8
2023-05-16 20:00:00,0.0,12.0,,,20.704,32.096,23.8
2023-05-16 21:00:00,0.0,13.0,0.9,219,20.093,32.487,23.8
2023-05-16 21:00:00,0.0,11.9,,,20.093,32.487,23.8
2023-05-16 22:00:00,0.0,13.5,1.4,229,19.322,33.611,23.8
2023-05-16 22:00:00,0.0,11.3,,,19.322,33.611,23.8
2023-05-16 23:00:00,0.0,11.0,,,18.656,34.875,23.8
2023-05-16 23:00:00,0.0,13.3,0.5,206,18.656,34.875,23.8
2023-05-17 00:00:00,0.0,10.7,1.8,102,18.56,35.266,23.8
2023-05-17 00:00:00,0.0,9.3,,,18.56,35.266,23.8
2023-05-17 01:00:00,0.0,7.4,,,18.444,35.622,23.8
2023-05-17 01:00:00,0.0,11.2,2.2,17,18.444,35.622,23.8
2023-05-17 02:00:00,0.0,5.5,,,18.272,36.083,23.8
2023-05-17 02:00:00,0.0,9.5,3.3,27,18.272,36.083,23.8
2023-05-17 03:00:00,0.0,8.6,3.5,21,18.067,36.429,23.8
2023-05-17 03:00:00,0.0,5.7,,,18.067,36.429,23.8
2023-05-17 04:00:00,0.0,7.9,2.4,25,17.934,36.728,23.8
2023-05-17 04:00:00,0.0,4.6,,,17.934,36.728,23.8
2023-05-17 05:00:00,0.0,7.1,2.5,29,17.756,36.871,23.8
2023-05-17 05:00:00,0.0,3.7,,,17.756,36.871,23.8
2023-05-17 06:00:00,0.0,3.6,,,17.638,37.009,23.8
2023-05-17 06:00:00,0.0,6.6,2.7,36,17.638,37.009,23.8
2023-05-17 07:00:00,0.0,4.1,,,17.516,36.984,23.8
2023-05-17 07:00:00,0.0,6.7,2.4,44,17.516,36.984,23.8
2023-05-17 08:00:00,0.0,4.0,,,17.5,36.543,23.8
2023-05-17 08:00:00,0.0,6.2,1.8,51,17.5,36.543,23.8
2023-05-17 09:00:00,0.0,4.1,,,17.309,36.233,23.8
2023-05-17 09:00:00,0.0,6.0,2.3,42,17.309,36.233,23.8
2023-05-17 10:00:00,0.0,6.1,1.6,58,17.419,35.594,23.8
2023-05-17 10:00:00,0.0,3.8,,,17.419,35.594,23.8
2023-05-17 11:00:00,0.0,4.1,,,17.559,35.463,23.8
2023-05-17 11:00:00,0.0,6.5,1.7,56,17.559,35.463,23.8
2023-05-17 12:00:00,0.0,7.6,0.9,96,17.472,35.679,23.8
2023-05-17 12:00:00,0.0,6.5,,,17.472,35.679,23.8
2023-05-17 13:00:00,0.0,8.3,,,17.376,36.271,23.8
2023-05-17 13:00:00,0.0,7.9,2.4,96,17.376,36.271,23.8
2023-05-17 14:00:00,0.0,8.8,,,17.266,37.521,23.8
2023-05-17 14:00:00,0.0,9.0,2.3,83,17.266,37.521,23.8
2023-05-17 15:00:00,0.0,10.5,1.1,180,17.298,38.359,23.8
2023-05-17 15:00:00,0.0,10.2,,,17.298,38.359,23.8
2023-05-17 16:00:00,0.0,11.7,,,16.84,40.036,23.8
2023-05-17 16:00:00,0.0,11.5,1.5,226,16.84,40.036,23.8
2023-05-17 17:00:00,0.0,13.0,,,16.485,40.846,23.8
2023-05-17 17:00:00,0.0,12.5,2.8,245,16.485,40.846,23.8
2023-05-17 18:00:00,0.0,13.8,,,16.496,40.689,23.8
2023-05-17 18:00:00,0.0,12.8,3.3,252,16.496,40.689,23.8
2023-05-17 19:00:00,0.0,14.1,,,16.315,40.829,23.8
2023-05-17 19:00:00,0.0,13.9,3.8,255,16.315,40.829,23.8
2023-05-17 20:00:00,0.0,14.3,,,16.407,40.491,23.8
2023-05-17 20:00:00,0.0,14.1,3.7,251,16.407,40.491,23.8
2023-05-17 21:00:00,0.0,14.9,3.2,254,16.5,40.432,23.8
2023-05-17 21:00:00,0.0,14.4,,,16.5,40.432,23.8
2023-05-17 22:00:00,0.0,13.2,,,16.411,40.165,23.8
2023-05-17 22:00:00,0.0,14.9,2.3,244,16.411,40.165,23.8
2023-05-17 23:00:00,0.0,12.0,,,16.237,39.492,23.8
2023-05-17 23:00:00,0.0,14.0,2.7,225,16.237,39.492,23.8
2023-05-18 00:00:00,0.0,11.0,,,16.023,39.323,23.8
2023-05-18 00:00:00,0.0,13.8,1.0,211,16.023,39.323,23.8
2023-05-18 01:00:00,0.0,8.6,,,15.861,39.604,23.8
2023-05-18 01:00:00,0.0,12.0,5.4,6,15.861,39.604,23.8
2023-05-18 02:00:00,0.0,7.2,,,15.766,40.085,23.8
2023-05-18 02:00:00,0.0,9.6,4.2,1,15.766,40.085,23.8
2023-05-18 03:00:00,0.0,8.1,4.0,14,15.702,40.431,23.8
2023-05-18 03:00:00,0.0,4.1,,,15.702,40.431,23.8
2023-05-18 04:00:00,0.0,2.7,,,15.663,40.728,23.8
2023-05-18 04:00:00,0.0,6.8,3.2,16,15.663,40.728,23.8
2023-05-18 05:00:00,0.0,6.6,4.1,21,15.68,40.937,23.8
2023-05-18 05:00:00,0.0,2.1,,,15.68,40.937,23.8
2023-05-18 06:00:00,0.0,5.1,4.1,34,15.726,41.207,23.8
2023-05-18 06:00:00,0.0,1.8,,,15.726,41.207,23.8
2023-05-18 07:00:00,0.0,4.5,2.6,29,15.904,41.18,23.8
2023-05-18 07:00:00,0.0,1.5,,,15.904,41.18,23.8
2023-05-18 08:00:00,0.0,4.1,3.3,33,16.362,40.624,23.8
2023-05-18 08:00:00,0.0,2.0,,,16.362,40.624,23.8
2023-05-18 09:00:00,0.0,4.0,3.0,38,16.538,40.374,23.8
2023-05-18 09:00:00,0.0,1.6,,,16.538,40.374,23.8
2023-05-18 10:00:00,0.0,2.7,,,16.73,40.889,23.8
2023-05-18 10:00:00,0.0,4.1,2.2,49,16.73,40.889,23.8
2023-05-18 11:00:00,0.0,3.9,,,16.872,41.389,23.8
2023-05-18 11:00:00,0.0,5.3,2.3,65,16.872,41.389,23.8
2023-05-18 12:00:00,0.3,8.0,,,16.904,41.729,23.8
2023-05-18 12:00:00,0.0,6.2,3.4,74,16.904,41.729,23.8
2023-05-18 13:00:00,0.0,8.7,,,17.011,41.766,23.8
2023-05-18 13:00:00,0.0,7.4,3.2,84,17.011,41.766,23.8
2023-05-18 14:00:00,0.0,9.1,3.4,82,17.123,41.83,23.8
2023-05-18 14:00:00,0.0,10.4,,,17.123,41.83,23.8
2023-05-18 15:00:00,0.0,12.4,,,17.266,42.704,23.8
2023-05-18 15:00:00,0.0,11.1,3.4,91,17.266,42.704,23.8
2023-05-18 16:00:00,0.0,12.7,,,17.378,43.067,23.8
2023-05-18 16:00:00,0.0,12.5,3.7,71,17.378,43.067,23.8
2023-05-18 17:00:00,0.0,12.1,,,17.483,43.106,23.8
2023-05-18 17:00:00,0.0,13.5,1.4,239,17.483,43.106,23.8
2023-05-18 18:00:00,0.0,8.9,,,17.5,43.107,23.8
2023-05-18 18:00:00,0.0,13.4,1.7,303,17.5,43.107,23.8
2023-05-18 19:00:00,0.0,12.8,,,17.5,43.491,23.8
2023-05-18 19:00:00,0.0,15.0,3.1,24,17.5,43.491,23.8
2023-05-18 20:00:00,0.0,15.0,2.8,80,17.467,44.118,23.8
2023-05-18 20:00:00,0.0,13.9,,,17.467,44.118,23.8
2023-05-18 21:00:00,0.0,13.4,,,17.435,44.519,23.8
2023-05-18 21:00:00,0.0,14.1,0.0,0,17.435,44.519,23.8
2023-05-18 22:00:00,0.0,12.1,,,17.422,45.017,23.8
2023-05-18 22:00:00,0.0,12.8,3.2,72,17.422,45.017,23.8
2023-05-18 23:00:00,0.0,13.9,,,17.319,45.694,23.8
2023-05-18 23:00:00,0.0,13.7,4.4,69,17.319,45.694,23.8
2023-05-19 00:00:00,0.4,12.8,,,17.254,46.409,23.8
