Navn;Stasjon;Tid(norsk normaltid);Nedbør (1 t);Lufttemperatur;Maksimumstemperatur (1 t);Minimumstemperatur (1 t);Nedbør (12 t);Nedbør (1 t);Lufttemperatur;Maksimumstemperatur (1 t);Minimumstemperatur (1 t);Nedbør (12 t)
Molde - Nøisomhed;SN62290;19.06.2023 22:00;0;21;22,8;20,7;-;;;;;
Molde - Nøisomhed;SN62290;19.06.2023 23:00;0;19,3;21,1;19,3;-;;;;;
Molde - Nøisomhed;SN62290;20.06.2023 00:00;0;19;19,6;18,8;-;;;;;
Molde - Nøisomhed;SN62290;20.06.2023 01:00;0;18,2;19,1;17,7;-;;;;;
Molde - Nøisomhed;SN62290;20.06.2023 02:00;0;18,4;18,7;18,2;-;;;;;
Molde - Nøisomhed;SN62290;20.06.2023 03:00;0;17,3;18,3;17,3;-;;;;;
Molde - Nøisomhed;SN62290;20.06.2023 04:00;0;17,4;17,6;17,3;-;;;;;
Molde - Nøisomhed;SN62290;20.06.2023 05:00;0;17,1;17,4;17,1;-;;;;;
Molde - Nøisomhed;SN62290;20.06.2023 06:00;0;17,5;17,5;16,9;-;;;;;
Molde - Nøisomhed;SN62290;20.06.2023 07:00;0;17,8;17,8;17,2;0;;;;;
Molde - Nøisomhed;SN62290;20.06.2023 08:00;0;19;19;17,8;-;;;;;
Molde - Nøisomhed;SN62290;20.06.2023 09:00;0;18,1;19;18;-;;;;;
Molde - Nøisomhed;SN62290;20.06.2023 10:00;0;20,9;21,1;17,9;-;;;;;
Molde - Nøisomhed;SN62290;20.06.2023 11:00;0;19,9;20,9;19,9;-;;;;;
Molde - Nøisomhed;SN62290;20.06.2023 12:00;0;20,2;20,3;19,4;-;;;;;
Molde - Nøisomhed;SN62290;20.06.2023 13:00;0;21,6;21,6;20,1;-;;;;;
Molde - Nøisomhed;SN62290;20.06.2023 14:00;0;21,1;22;20,3;-;;;;;
Molde - Nøisomhed;SN62290;20.06.2023 15:00;0;21,7;22,4;21;-;;;;;
Molde - Nøisomhed;SN62290;20.06.2023 16:00;0;22,6;23,4;21,6;-;;;;;
Molde - Nøisomhed;SN62290;20.06.2023 17:00;0;23,4;23,5;21;-;;;;;
Molde - Nøisomhed;SN62290;20.06.2023 18:00;0;22,7;23,3;22,7;-;;;;;
Molde - Nøisomhed;SN62290;20.06.2023 19:00;0;23,6;23,9;22,5;0;;;;;
Molde - Nøisomhed;SN62290;20.06.2023 20:00;0;22,2;23,9;22,1;-;;;;;
Molde - Nøisomhed;SN62290;20.06.2023 21:00;0;20,4;22,1;20,1;-;;;;;
Molde - Nøisomhed;SN62290;20.06.2023 22:00;0;19,4;20,4;19,4;-;;;;;
Molde - Nøisomhed;SN62290;20.06.2023 23:00;0;18,5;19,4;18,5;-;;;;;
Molde - Nøisomhed;SN62290;21.06.2023 00:00;0;17,5;18,8;17,5;-;;;;;
Molde - Nøisomhed;SN62290;21.06.2023 01:00;0;16,3;17,4;16,3;-;;;;;
Molde - Nøisomhed;SN62290;21.06.2023 02:00;0;15,7;16,2;15,6;-;;;;;
Molde - Nøisomhed;SN62290;21.06.2023 03:00;0;15,7;16,2;15,6;-;;;;;
Molde - Nøisomhed;SN62290;21.06.2023 04:00;0;16,5;16,5;15,5;-;;;;;
Molde - Nøisomhed;SN62290;21.06.2023 05:00;0;17,1;17,1;16,4;-;;;;;
Molde - Nøisomhed;SN62290;21.06.2023 06:00;0;17,4;17,4;17;-;;;;;
Molde - Nøisomhed;SN62290;21.06.2023 07:00;0;18;18;17,3;0;;;;;
Molde - Nøisomhed;SN62290;21.06.2023 08:00;0;19,3;19,4;17,9;-;;;;;
Molde - Nøisomhed;SN62290;21.06.2023 09:00;0;18,7;19,2;18,2;-;;;;;
Molde - Nøisomhed;SN62290;21.06.2023 10:00;0;19,9;20,5;18,7;-;;;;;
Molde - Nøisomhed;SN62290;21.06.2023 11:00;0;19,4;20,7;19,3;-;;;;;
Molde - Nøisomhed;SN62290;21.06.2023 12:00;0;20,7;21,2;19,5;-;;;;;
Molde - Nøisomhed;SN62290;21.06.2023 13:00;0;21,4;22,3;20,4;-;;;;;
Molde - Nøisomhed;SN62290;21.06.2023 14:00;0;22,2;22,2;21,4;-;;;;;
Molde - Nøisomhed;SN62290;21.06.2023 15:00;0;22,8;23,3;22;-;;;;;
Molde - Nøisomhed;SN62290;21.06.2023 16:00;0;21,7;23,4;21,4;-;;;;;
Molde - Nøisomhed;SN62290;21.06.2023 17:00;0,1;21,9;23,5;21,6;-;;;;;
Molde - Nøisomhed;SN62290;21.06.2023 18:00;0;20,6;22,2;20,6;-;;;;;
Molde - Nøisomhed;SN62290;21.06.2023 19:00;0;20,3;21,2;20,3;0,1;;;;;
Molde - Nøisomhed;SN62290;21.06.2023 20:00;0;19,9;20,4;19,9;-;;;;;
Molde - Nøisomhed;SN62290;21.06.2023 21:00;0;18,9;19,9;18,9;-;;;;;
Molde - Nøisomhed;SN62290;21.06.2023 22:00;0,3;18;19;17,9;-;;;;;
Molde - Nøisomhed;SN62290;21.06.2023 23:00;0;17,3;17,9;17,3;-;;;;;
Molde - Nøisomhed;SN62290;22.06.2023 00:00;0;16,8;17,4;16,8;-;;;;;
Molde - Nøisomhed;SN62290;22.06.2023 01:00;0;16,1;16,7;16,1;-;;;;;
Molde - Nøisomhed;SN62290;22.06.2023 02:00;0;16,4;16,6;16,1;-;;;;;
Molde - Nøisomhed;SN62290;22.06.2023 03:00;0,9;16,2;17;16,2;-;;;;;
Molde - Nøisomhed;SN62290;22.06.2023 04:00;0;16,2;16,3;16;-;;;;;
Molde - Nøisomhed;SN62290;22.06.2023 05:00;0;16,9;17;16,1;-;;;;;
Molde - Nøisomhed;SN62290;22.06.2023 06:00;0;17,2;17,3;16,8;-;;;;;
Molde - Nøisomhed;SN62290;22.06.2023 07:00;0;17,1;17,2;16,8;1,2;;;;;
Molde - Nøisomhed;SN62290;22.06.2023 08:00;0;17,2;17,4;16,8;-;;;;;
Molde - Nøisomhed;SN62290;22.06.2023 09:00;0;17,8;17,9;17,2;-;;;;;
Molde - Nøisomhed;SN62290;22.06.2023 10:00;0;17,6;18;17,5;-;;;;;
Molde - Nøisomhed;SN62290;22.06.2023 11:00;0;17,8;18,4;17,5;-;;;;;
Molde - Nøisomhed;SN62290;22.06.2023 12:00;0;18,2;19,1;17,7;-;;;;;
Molde - Nøisomhed;SN62290;22.06.2023 13:00;0;18,2;19,5;18,2;-;;;;;
Molde - Nøisomhed;SN62290;22.06.2023 14:00;0;18,3;18,6;16,8;-;;;;;
Molde - Nøisomhed;SN62290;22.06.2023 15:00;0;17,5;18,6;17,3;-;;;;;
Molde - Nøisomhed;SN62290;22.06.2023 16:00;0;17,6;18;16,9;-;;;;;
Molde - Nøisomhed;SN62290;22.06.2023 17:00;0;17;17,6;17;-;;;;;
Molde - Nøisomhed;SN62290;22.06.2023 18:00;0;15,4;17,1;15,4;-;;;;;
Molde - Nøisomhed;SN62290;22.06.2023 19:00;0,2;14,6;15,3;14,3;0,2;;;;;
Molde - Nøisomhed;SN62290;22.06.2023 20:00;0;14,4;14,6;14,3;-;;;;;
Molde - Nøisomhed;SN62290;22.06.2023 21:00;0;13,8;14,6;13,8;-;;;;;
Molde - Nøisomhed;SN62290;22.06.2023 22:00;0,3;12,2;13,7;12,2;-;;;;;
Molde - Nøisomhed;SN62290;22.06.2023 23:00;2,3;11,8;12,1;11,6;-;;;;;
Molde - Nøisomhed;SN62290;23.06.2023 00:00;2,9;11,2;12;11,2;-;;;;;
Molde - Nøisomhed;SN62290;23.06.2023 01:00;2,2;11,3;11,5;11,1;-;;;;;
Molde - Nøisomhed;SN62290;23.06.2023 02:00;0;11,5;11,6;11,3;-;;;;;
Molde - Nøisomhed;SN62290;23.06.2023 03:00;0;11,6;11,8;11,5;-;;;;;
Molde - Nøisomhed;SN62290;23.06.2023 04:00;0;11,7;11,8;11,6;-;;;;;
Molde - Nøisomhed;SN62290;23.06.2023 05:00;0;11,8;11,8;11,5;-;;;;;
Molde - Nøisomhed;SN62290;23.06.2023 06:00;0;11,5;11,8;11,5;-;;;;;
Molde - Nøisomhed;SN62290;23.06.2023 07:00;0;11,8;11,8;11,5;7,7;;;;;
Molde - Nøisomhed;SN62290;23.06.2023 08:00;0;12,4;12,4;11,8;-;;;;;
Molde - Nøisomhed;SN62290;23.06.2023 09:00;0;13;13,1;12,4;-;;;;;
Molde - Nøisomhed;SN62290;23.06.2023 10:00;0;13,1;13,3;12,9;-;;;;;
Molde - Nøisomhed;SN62290;23.06.2023 11:00;0;13,7;13,7;13,1;-;;;;;
Molde - Nøisomhed;SN62290;23.06.2023 12:00;0;13,1;13,8;13,1;-;;;;;
Molde - Nøisomhed;SN62290;23.06.2023 13:00;0;13,7;14;13,1;-;;;;;
Molde - Nøisomhed;SN62290;23.06.2023 14:00;0;13,8;13,8;13,1;-;;;;;
Molde - Nøisomhed;SN62290;23.06.2023 15:00;0;15,4;15,4;13,7;-;;;;;
Molde - Nøisomhed;SN62290;23.06.2023 16:00;0;15,3;15,5;14,3;-;;;;;
Molde - Nøisomhed;SN62290;23.06.2023 17:00;0;15,4;15,9;14,5;-;;;;;
Molde - Nøisomhed;SN62290;23.06.2023 18:00;0;15,4;15,9;14,6;-;;;;;
Molde - Nøisomhed;SN62290;23.06.2023 19:00;0;14,7;15,8;14,7;0;;;;;
Molde - Nøisomhed;SN62290;23.06.2023 20:00;0;14,8;15,5;14,2;-;;;;;
Molde - Nøisomhed;SN62290;23.06.2023 21:00;0;13,5;15;13,5;-;;;;;
Molde - Nøisomhed;SN62290;23.06.2023 22:00;0;12,9;13,5;12,9;-;;;;;
Molde - Nøisomhed;SN62290;23.06.2023 23:00;0;12,3;13;12,3;-;;;;;
Molde - Nøisomhed;SN62290;24.06.2023 00:00;0;11,1;12,2;11,1;-;;;;;
Molde - Nøisomhed;SN62290;24.06.2023 01:00;0;11,6;11,6;11;-;;;;;
Molde - Nøisomhed;SN62290;24.06.2023 02:00;0;11,5;11,7;11,4;-;;;;;
Molde - Nøisomhed;SN62290;24.06.2023 03:00;0;11,1;11,4;11,1;-;;;;;
Molde - Nøisomhed;SN62290;24.06.2023 04:00;0;11,3;11,3;10,6;-;;;;;
Molde - Nøisomhed;SN62290;24.06.2023 05:00;0;12,4;12,4;11,3;-;;;;;
Molde - Nøisomhed;SN62290;24.06.2023 06:00;0;12,8;12,9;12,3;-;;;;;
Molde - Nøisomhed;SN62290;24.06.2023 07:00;0;13,4;13,7;12,8;0;;;;;
Molde - Nøisomhed;SN62290;24.06.2023 08:00;0;14,3;15;13,3;-;;;;;
Molde - Nøisomhed;SN62290;24.06.2023 09:00;0;15;15,6;14,2;-;;;;;
Molde - Nøisomhed;SN62290;24.06.2023 10:00;0;15,5;15,6;14,7;-;;;;;
Molde - Nøisomhed;SN62290;24.06.2023 11:00;0;16,2;16,2;15,4;-;;;;;
Molde - Nøisomhed;SN62290;24.06.2023 12:00;0;16,8;17,1;15,8;-;;;;;
Molde - Nøisomhed;SN62290;24.06.2023 13:00;0;18;18,7;16,8;-;;;;;
Molde - Nøisomhed;SN62290;24.06.2023 14:00;0;18,6;19,2;17,6;-;;;;;
Molde - Nøisomhed;SN62290;24.06.2023 15:00;0;21,2;21,5;18,5;-;;;;;
Molde - Nøisomhed;SN62290;24.06.2023 16:00;0;21,2;22,2;20,6;-;;;;;
Molde - Nøisomhed;SN62290;24.06.2023 17:00;0;21,5;21,9;20,8;-;;;;;
Molde - Nøisomhed;SN62290;24.06.2023 18:00;0;20,9;21,8;19,8;-;;;;;
Molde - Nøisomhed;SN62290;24.06.2023 19:00;0;20,3;21,6;20,3;0;;;;;
Molde - Nøisomhed;SN62290;24.06.2023 20:00;0;19,3;20,4;18,4;-;;;;;
Molde - Nøisomhed;SN62290;24.06.2023 21:00;0;18,3;19,3;18,3;-;;;;;
Molde - Nøisomhed;SN62290;24.06.2023 22:00;0;17,7;18,3;17,7;-;;;;;
Molde - Nøisomhed;SN62290;24.06.2023 23:00;0;16,9;17,7;16,7;-;;;;;
Molde - Nøisomhed;SN62290;25.06.2023 00:00;0;16;16,8;16;-;;;;;
Molde - Nøisomhed;SN62290;25.06.2023 01:00;0;15,7;16,2;15,5;-;;;;;
Molde - Nøisomhed;SN62290;25.06.2023 02:00;0;15,6;15,7;15,6;-;;;;;
Molde - Nøisomhed;SN62290;25.06.2023 03:00;0;14,4;15,6;14,3;-;;;;;
Molde - Nøisomhed;SN62290;25.06.2023 04:00;0;14,3;14,4;13,5;-;;;;;
Molde - Nøisomhed;SN62290;25.06.2023 05:00;0;15,6;16,5;14,1;-;;;;;
Molde - Nøisomhed;SN62290;25.06.2023 06:00;0;15,9;16;15,4;-;;;;;
Molde - Nøisomhed;SN62290;25.06.2023 07:00;0;16,6;16,7;15,9;0;;;;;
Molde - Nøisomhed;SN62290;25.06.2023 08:00;0;18,1;18,2;16,5;-;;;;;
Molde - Nøisomhed;SN62290;25.06.2023 09:00;0;17,9;18,7;17,7;-;;;;;
Molde - Nøisomhed;SN62290;25.06.2023 10:00;0;18,1;18,6;17,9;-;;;;;
Molde - Nøisomhed;SN62290;25.06.2023 11:00;0;19;19,4;18,1;-;;;;;
Molde - Nøisomhed;SN62290;25.06.2023 12:00;0;20,8;20,8;18,9;-;;;;;
Molde - Nøisomhed;SN62290;25.06.2023 13:00;0;21,8;21,8;20,6;-;;;;;
Molde - Nøisomhed;SN62290;25.06.2023 14:00;0;22,7;22,8;21,4;-;;;;;
Molde - Nøisomhed;SN62290;25.06.2023 15:00;0;23,8;23,8;22,6;-;;;;;
Molde - Nøisomhed;SN62290;25.06.2023 16:00;0;22,6;24,2;22,6;-;;;;;
Molde - Nøisomhed;SN62290;25.06.2023 17:00;0;21,8;23,9;21,6;-;;;;;
Molde - Nøisomhed;SN62290;25.06.2023 18:00;0;21,7;22,6;21,3;-;;;;;
Molde - Nøisomhed;SN62290;25.06.2023 19:00;0;20,8;22,3;20,7;0;;;;;
Molde - Nøisomhed;SN62290;25.06.2023 20:00;0;20,5;21,2;20,4;-;;;;;
Molde - Nøisomhed;SN62290;25.06.2023 21:00;0;20,2;21,6;20,1;-;;;;;
Molde - Nøisomhed;SN62290;25.06.2023 22:00;0;18,7;21,2;18,7;-;;;;;
Molde - Nøisomhed;SN62290;25.06.2023 23:00;0;17,7;18,7;17,7;-;;;;;
Molde - Nøisomhed;SN62290;26.06.2023 00:00;0;17;18;17;-;;;;;
Molde - Nøisomhed;SN62290;26.06.2023 01:00;0;16,3;17;16;-;;;;;
Molde - Nøisomhed;SN62290;26.06.2023 02:00;0;16,5;17,1;16,2;-;;;;;
Molde - Nøisomhed;SN62290;26.06.2023 03:00;0;15,3;16,5;15,3;-;;;;;
Molde - Nøisomhed;SN62290;26.06.2023 04:00;0;16;16;15,3;-;;;;;
Molde - Nøisomhed;SN62290;26.06.2023 05:00;0;18,3;18,4;15,9;-;;;;;
Molde - Nøisomhed;SN62290;26.06.2023 06:00;0;17,7;18,4;17,5;-;;;;;
Molde - Nøisomhed;SN62290;26.06.2023 07:00;0;18,3;19,2;17,7;0;;;;;
Molde - Nøisomhed;SN62290;26.06.2023 08:00;0;18,7;20,1;18,2;-;;;;;
Molde - Nøisomhed;SN62290;26.06.2023 09:00;0;19,4;19,4;18,6;-;;;;;
Molde - Nøisomhed;SN62290;26.06.2023 10:00;0;21,1;21,7;19,4;-;;;;;
Molde - Nøisomhed;SN62290;26.06.2023 11:00;0;21,9;22,5;21,2;-;;;;;
Molde - Nøisomhed;SN62290;26.06.2023 12:00;0;22;22,6;21,6;-;;;;;
Molde - Nøisomhed;SN62290;26.06.2023 13:00;0;22,1;22,6;21,5;-;;;;;
Molde - Nøisomhed;SN62290;26.06.2023 14:00;0;21;22,6;20,6;-;;;;;
Molde - Nøisomhed;SN62290;26.06.2023 15:00;0;21,4;22;21;-;;;;;
Molde - Nøisomhed;SN62290;26.06.2023 16:00;0;22,3;22,6;21;-;;;;;
Molde - Nøisomhed;SN62290;26.06.2023 17:00;0;21,9;24,1;21,2;-;;;;;
Molde - Nøisomhed;SN62290;26.06.2023 18:00;0;21;22,1;20,7;-;;;;;
Molde - Nøisomhed;SN62290;26.06.2023 19:00;0;19,8;21;19,8;0;;;;;
Molde - Nøisomhed;SN62290;26.06.2023 20:00;0;19,9;21,2;19,4;-;;;;;
Molde - Nøisomhed;SN62290;26.06.2023 21:00;0;18,2;20;18,2;-;;;;;
Molde - Nøisomhed;SN62290;26.06.2023 22:00;0;17,6;18,2;17,5;-;;;;;
Molde - Nøisomhed;SN62290;26.06.2023 23:00;0;16,5;17,7;16,5;-;;;;;
Molde - Nøisomhed;SN62290;27.06.2023 00:00;0;16,1;16,5;16;-;;;;;
Molde - Nøisomhed;SN62290;27.06.2023 01:00;0;16,4;16,5;16,1;-;;;;;
Molde - Nøisomhed;SN62290;27.06.2023 02:00;0;16,2;16,3;16;-;;;;;
Molde - Nøisomhed;SN62290;27.06.2023 03:00;0;16,2;16,3;16,1;-;;;;;
Molde - Nøisomhed;SN62290;27.06.2023 04:00;0;16,1;16,3;16,1;-;;;;;
Molde - Nøisomhed;SN62290;27.06.2023 05:00;0;15,5;16,3;15,5;-;;;;;
Molde - Nøisomhed;SN62290;27.06.2023 06:00;0;15,5;15,5;15,2;-;;;;;
Molde - Nøisomhed;SN62290;27.06.2023 07:00;0;15,9;15,9;15,4;0;;;;;
Molde - Nøisomhed;SN62290;27.06.2023 08:00;0;16,3;16,6;16;-;;;;;
Molde - Nøisomhed;SN62290;27.06.2023 09:00;0;16,4;17;16,3;-;;;;;
Molde - Nøisomhed;SN62290;27.06.2023 10:00;0;17;17,1;16,4;-;;;;;
Molde - Nøisomhed;SN62290;27.06.2023 11:00;0;16,2;17,7;16,1;-;;;;;
Molde - Nøisomhed;SN62290;27.06.2023 12:00;0;15,4;16,2;15,3;-;;;;;
Molde - Nøisomhed;SN62290;27.06.2023 13:00;0;15,5;15,9;15,3;-;;;;;
Molde - Nøisomhed;SN62290;27.06.2023 14:00;0;15,3;15,9;15,2;-;;;;;
Molde - Nøisomhed;SN62290;27.06.2023 15:00;0;15,2;15,7;15,1;-;;;;;
Molde - Nøisomhed;SN62290;27.06.2023 16:00;0;15,1;15,4;15;-;;;;;
Molde - Nøisomhed;SN62290;27.06.2023 17:00;0;14,9;15,2;14,9;-;;;;;
Molde - Nøisomhed;SN62290;27.06.2023 18:00;0;14,9;15;14,8;-;;;;;
Molde - Nøisomhed;SN62290;27.06.2023 19:00;0;14,9;15;14,8;0;;;;;
Molde - Nøisomhed;SN62290;27.06.2023 20:00;0;15;15,1;14,9;-;;;;;
Molde - Nøisomhed;SN62290;27.06.2023 21:00;0;14,8;15,1;14,7;-;;;;;
Molde - Nøisomhed;SN62290;27.06.2023 22:00;0;14,4;14,8;14,4;-;;;;;
Molde - Nøisomhed;SN62290;27.06.2023 23:00;0;14,1;14,3;13,7;-;;;;;
Molde - Nøisomhed;SN62290;28.06.2023 00:00;0;14,4;14,4;14,1;-;;;;;
Molde - Nøisomhed;SN62290;28.06.2023 01:00;0;14,5;14,6;14,4;-;;;;;
Molde - Nøisomhed;SN62290;28.06.2023 02:00;0;14,4;14,6;14,4;-;;;;;
Molde - Nøisomhed;SN62290;28.06.2023 03:00;0;14,4;14,5;14,3;-;;;;;
Molde - Nøisomhed;SN62290;28.06.2023 04:00;0;14,4;14,6;14,4;-;;;;;
Molde - Nøisomhed;SN62290;28.06.2023 05:00;0;14,5;14,5;14,4;-;;;;;
Molde - Nøisomhed;SN62290;28.06.2023 06:00;0;14,9;14,9;14,5;-;;;;;
Molde - Nøisomhed;SN62290;28.06.2023 07:00;0;15,1;15,2;14,8;0;;;;;
Molde - Nøisomhed;SN62290;28.06.2023 08:00;0;15,5;15,5;15,1;-;;;;;
Molde - Nøisomhed;SN62290;28.06.2023 09:00;0;16,3;16,8;15,3;-;;;;;
Molde - Nøisomhed;SN62290;28.06.2023 10:00;0;17,4;17,4;16,3;-;;;;;
Molde - Nøisomhed;SN62290;28.06.2023 11:00;0;17,8;17,8;16,9;-;;;;;
Molde - Nøisomhed;SN62290;28.06.2023 12:00;0;18,5;18,7;17,6;-;;;;;
Molde - Nøisomhed;SN62290;28.06.2023 13:00;0;18,7;19,3;17,7;-;;;;;
Molde - Nøisomhed;SN62290;28.06.2023 14:00;0;20,3;20,3;18,1;-;;;;;
Molde - Nøisomhed;SN62290;28.06.2023 15:00;0;21,9;22,5;19,8;-;;;;;
Molde - Nøisomhed;SN62290;28.06.2023 16:00;0;20,3;22;20;-;;;;;
Molde - Nøisomhed;SN62290;28.06.2023 17:00;0;19,3;20,8;19,3;-;;;;;
Molde - Nøisomhed;SN62290;28.06.2023 18:00;0;18,4;19,4;18,4;-;;;;;
Molde - Nøisomhed;SN62290;28.06.2023 19:00;0;18,2;18,7;18,2;0;;;;;
Molde - Nøisomhed;SN62290;28.06.2023 20:00;0;18,6;18,7;18;-;;;;;
Molde - Nøisomhed;SN62290;28.06.2023 21:00;0;18;18,5;18;-;;;;;
Molde - Nøisomhed;SN62290;28.06.2023 22:00;0,1;16,8;18;16,8;-;;;;;
Molde - Nøisomhed;SN62290;28.06.2023 23:00;0;16,9;17,2;16,7;-;;;;;
Molde - Nøisomhed;SN62290;29.06.2023 00:00;0;16,5;17,1;16,5;-;;;;;
Molde - Nøisomhed;SN62290;29.06.2023 01:00;0;16,4;16,5;16,1;-;;;;;
Molde - Nøisomhed;SN62290;29.06.2023 02:00;0;15;16,6;15;-;;;;;
Molde - Nøisomhed;SN62290;29.06.2023 03:00;0,3;14,3;15;14,3;-;;;;;
Molde - Nøisomhed;SN62290;29.06.2023 04:00;1,4;13,2;14,4;13,2;-;;;;;
Molde - Nøisomhed;SN62290;29.06.2023 05:00;0,2;12,8;13,2;12,7;-;;;;;
Molde - Nøisomhed;SN62290;29.06.2023 06:00;0,3;12,4;12,8;12,4;-;;;;;
Molde - Nøisomhed;SN62290;29.06.2023 07:00;0,2;12,9;13;12,3;2,5;;;;;
Molde - Nøisomhed;SN62290;29.06.2023 08:00;0;13,2;13,2;12,7;-;;;;;
Molde - Nøisomhed;SN62290;29.06.2023 09:00;0;13,7;13,8;13;-;;;;;
Molde - Nøisomhed;SN62290;29.06.2023 10:00;0;14,6;14,6;13,7;-;;;;;
Molde - Nøisomhed;SN62290;29.06.2023 11:00;0;14,4;14,6;14,2;-;;;;;
Molde - Nøisomhed;SN62290;29.06.2023 12:00;0;14,7;14,8;14,2;-;;;;;
Molde - Nøisomhed;SN62290;29.06.2023 13:00;0;14,2;14,8;14,1;-;;;;;
Molde - Nøisomhed;SN62290;29.06.2023 14:00;0;14,8;14,9;14,2;-;;;;;
Molde - Nøisomhed;SN62290;29.06.2023 15:00;0;15,2;15,4;14,8;-;;;;;
Molde - Nøisomhed;SN62290;29.06.2023 16:00;0;15,6;15,7;15,1;-;;;;;
Molde - Nøisomhed;SN62290;29.06.2023 17:00;0;15,6;15,9;15,5;-;;;;;
Molde - Nøisomhed;SN62290;29.06.2023 18:00;0;15,7;15,9;15,6;-;;;;;
Molde - Nøisomhed;SN62290;29.06.2023 19:00;0;15,2;15,7;15,2;0;;;;;
Molde - Nøisomhed;SN62290;29.06.2023 20:00;0;15;15,3;15;-;;;;;
Molde - Nøisomhed;SN62290;29.06.2023 21:00;0,1;14,5;15;14,5;-;;;;;
Molde - Nøisomhed;SN62290;29.06.2023 22:00;1,9;13,1;14,5;13,1;-;;;;;
Molde - Nøisomhed;SN62290;29.06.2023 23:00;2,1;12,3;13,1;12,3;-;;;;;
Molde - Nøisomhed;SN62290;30.06.2023 00:00;1,2;12,2;12,4;12,2;-;;;;;
Molde - Nøisomhed;SN62290;30.06.2023 01:00;2,1;12,1;12,4;12,1;-;;;;;
Molde - Nøisomhed;SN62290;30.06.2023 02:00;1,9;12,2;12,2;12,1;-;;;;;
Molde - Nøisomhed;SN62290;30.06.2023 03:00;2,1;12,1;12,3;12;-;;;;;
Molde - Nøisomhed;SN62290;30.06.2023 04:00;0,9;12,2;12,2;12,1;-;;;;;
Molde - Nøisomhed;SN62290;30.06.2023 05:00;0,1;12,3;12,4;12,2;-;;;;;
Molde - Nøisomhed;SN62290;30.06.2023 06:00;0;12,8;12,8;12,3;-;;;;;
Molde - Nøisomhed;SN62290;30.06.2023 07:00;0;13;13,2;12,8;12,4;;;;;
Molde - Nøisomhed;SN62290;30.06.2023 08:00;0;13,6;13,6;12,9;-;;;;;
Molde - Nøisomhed;SN62290;30.06.2023 09:00;0;14;14,1;13,5;-;;;;;
Molde - Nøisomhed;SN62290;30.06.2023 10:00;0;14,1;14,5;14;-;;;;;
Molde - Nøisomhed;SN62290;30.06.2023 11:00;0;13,8;14,2;13,7;-;;;;;
Molde - Nøisomhed;SN62290;30.06.2023 12:00;0;14,3;14,3;13,5;-;;;;;
Molde - Nøisomhed;SN62290;30.06.2023 13:00;0;14,4;15;14,1;-;;;;;
Molde - Nøisomhed;SN62290;30.06.2023 14:00;0;15;15,3;14,4;-;;;;;
Molde - Nøisomhed;SN62290;30.06.2023 15:00;0;15,5;16,6;15;-;;;;;
Molde - Nøisomhed;SN62290;30.06.2023 16:00;0;15,9;16,1;15,4;-;;;;;
Molde - Nøisomhed;SN62290;30.06.2023 17:00;0;15,2;16,1;15;-;;;;;
Molde - Nøisomhed;SN62290;30.06.2023 18:00;0;15,5;15,6;15,1;-;;;;;
Molde - Nøisomhed;SN62290;30.06.2023 19:00;0;15,2;15,7;15,1;0;;;;;
Molde - Nøisomhed;SN62290;30.06.2023 20:00;0;15,1;15,3;15,1;-;;;;;
Molde - Nøisomhed;SN62290;30.06.2023 21:00;0;14,6;15,2;14,6;-;;;;;
Molde - Nøisomhed;SN62290;30.06.2023 22:00;0;14,1;14,5;14;-;;;;;
Molde - Nøisomhed;SN62290;30.06.2023 23:00;0;13,9;14,1;13,8;-;;;;;
Molde - Nøisomhed;SN62290;01.07.2023 00:00;0;13,7;13,9;13,6;-;;;;;
Molde - Nøisomhed;SN62290;01.07.2023 01:00;0;13,2;13,8;13,2;-;;;;;
Molde - Nøisomhed;SN62290;01.07.2023 02:00;0;13;13,3;12,9;-;;;;;
Molde - Nøisomhed;SN62290;01.07.2023 03:00;0;12,9;13,3;12,8;-;;;;;
Molde - Nøisomhed;SN62290;01.07.2023 04:00;0;12,7;13;12,7;-;;;;;
Molde - Nøisomhed;SN62290;01.07.2023 05:00;0;13,1;13,1;12,7;-;;;;;
Molde - Nøisomhed;SN62290;01.07.2023 06:00;0;13,7;13,8;13;-;;;;;
Molde - Nøisomhed;SN62290;01.07.2023 07:00;0;14,2;14,3;13,8;0;;;;;
Molde - Nøisomhed;SN62290;01.07.2023 08:00;0;15,2;15,3;14,1;-;;;;;
Molde - Nøisomhed;SN62290;01.07.2023 09:00;0;15,7;15,9;15,2;-;;;;;
Molde - Nøisomhed;SN62290;01.07.2023 10:00;0;16,2;16,5;15,4;-;;;;;
Molde - Nøisomhed;SN62290;01.07.2023 11:00;0;16,7;16,8;16,1;-;;;;;
Molde - Nøisomhed;SN62290;01.07.2023 12:00;0;17,2;17,3;16,6;-;;;;;
Molde - Nøisomhed;SN62290;01.07.2023 13:00;0;17,8;17,8;17,2;-;;;;;
Molde - Nøisomhed;SN62290;01.07.2023 14:00;0;18,3;18,3;17,7;-;;;;;
Molde - Nøisomhed;SN62290;01.07.2023 15:00;0;18,2;18,5;18;-;;;;;
Molde - Nøisomhed;SN62290;01.07.2023 16:00;0;18,4;18,4;18,1;-;;;;;
Molde - Nøisomhed;SN62290;01.07.2023 17:00;0;18,6;18,7;18,3;-;;;;;
Molde - Nøisomhed;SN62290;01.07.2023 18:00;0;19;19,2;18,5;-;;;;;
